SongID,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,hit,fullpct,subpct,p1,r1,w,off
Has Anyone Ever Written Anything For YouStevie Nicks,No Explicit Content,279413,54,0.529,0.149,F,-15.795,major,0.0257,0.951,0.0759,0.153,0.178,86.921,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
HauntedTaylor Swift,No Explicit Content,242080,51,0.436,0.95,F,-2.627,major,0.057,0.0826,1.08E-6,0.149,0.352,162.088,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
HavanaCamila Cabello Featuring Young Thug,No Explicit Content,217306,86,0.765,0.523,D,-4.333,major,0.03,0.184,0.0000356,0.132,0.394,104.988,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Have I Told You LatelyRod Stewart,No Explicit Content,241506,66,0.523,0.366,Bb,-14.069,major,0.0331,0.498,0,0.094,0.291,142.814,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Have You Ever Really Loved A Woman?Bryan Adams,No Explicit Content,291666,69,0.568,0.463,G,-10.009,major,0.0328,0.556,4.59E-6,0.101,0.354,145.534,3,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Have You Ever?Brandy,No Explicit Content,273440,61,0.698,0.533,D,-6.246,major,0.0437,0.542,0,0.333,0.275,134.001,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Have You Never Been MellowOlivia Newton-John,No Explicit Content,213533,46,0.542,0.324,C,-14.07,major,0.0329,0.566,2.27E-6,0.0876,0.421,121.802,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Hazy Shade Of WinterThe Bangles,No Explicit Content,167160,51,0.48,0.866,F,-7.142,minor,0.0446,0.00887,0,0.097,0.411,150.43,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
He Don't Love You (Like I Love You)Tony Orlando & Dawn,No Explicit Content,219946,38,0.637,0.55,A,-12.378,major,0.0335,0.287,0.0000185,0.345,0.805,119.303,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
He Will Break Your HeartThe Righteous Brothers,No Explicit Content,166293,16,0.415,0.561,Bb,-7.056,major,0.032,0.776,0,0.191,0.683,127.822,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
He's A RebelThe Crystals,No Explicit Content,150893,45,0.712,0.757,F#,-6.449,major,0.0572,0.63,1.63E-6,0.529,0.866,117.367,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
He's So FineThe Chiffons,No Explicit Content,112520,53,0.558,0.633,G,-3.265,major,0.0329,0.487,0,0.129,0.871,72.494,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
He's The Greatest DancerSister Sledge,No Explicit Content,375400,63,0.7,0.816,G,-9.711,minor,0.044,0.00115,0.00123,0.0901,0.838,113.244,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Head To ToeLisa Lisa And Cult Jam,No Explicit Content,302000,45,0.847,0.669,B,-7.318,minor,0.113,0.0441,0.00774,0.19,0.84,113.736,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Heart Of GlassBlondie,No Explicit Content,275733,71,0.694,0.577,E,-14.63,major,0.0308,0.015,0.00836,0.0853,0.845,114.478,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Heart Of GoldNeil Young,No Explicit Content,187013,72,0.541,0.459,E,-10.433,minor,0.0297,0.189,0.0274,0.099,0.803,171.165,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Heart Of StoneThe Rolling Stones,No Explicit Content,169106,34,0.383,0.584,C,-11.181,major,0.0367,0.198,0.0182,0.142,0.557,185.961,3,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Heart Turns To StoneForeigner,No Explicit Content,250773,37,0.622,0.873,A,-7.03,minor,0.0339,0.0184,0.00035,0.0997,0.58,120.142,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Heartache TonightEagles,No Explicit Content,265678,59,0.81,0.511,C,-6.454,major,0.0409,0.0778,0.000226,0.0714,0.858,113.153,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Heartaches By The NumberGuy Mitchell,No Explicit Content,154295,39,0.584,0.589,F,-11.203,major,0.0718,0.463,0.0000153,0.069,0.842,172.484,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
HeartbreakerMariah Carey Featuring Jay-Z,No Explicit Content,285706,64,0.524,0.816,C#/Db,-5.872,major,0.37,0.384,0,0.349,0.789,200.031,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
HeartlessThe Weeknd,Explicit Content,200080,93,0.531,0.75,Bb,-5.831,minor,0.111,0.00632,0.000076,0.117,0.198,169.954,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Heat WaveMartha & The Vandellas,No Explicit Content,163053,65,0.624,0.61,C,-9.186,minor,0.0543,0.459,0.00435,0.271,0.759,82.65,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Heaven Is A Place On EarthBelinda Carlisle,No Explicit Content,247293,65,0.637,0.786,E,-10.192,major,0.0324,0.035,2.57E-6,0.049,0.804,122.872,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Heaven SentKeyshia Cole,No Explicit Content,232880,54,0.538,0.728,D,-3.663,minor,0.0524,0.074,0,0.0776,0.437,78.427,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
HeavenBryan Adams,No Explicit Content,243360,77,0.382,0.589,A,-7.315,minor,0.0267,0.0465,0,0.122,0.335,140.059,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Hell CatBellamy Brothers,No Explicit Content,192146,18,0.562,0.525,C#/Db,-13.303,major,0.0293,0.114,1.74E-6,0.102,0.74,101.888,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Hell On WheelsCher,No Explicit Content,336000,35,0.739,0.669,C,-12.854,major,0.0611,0.0364,0.000151,0.142,0.557,124.297,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Hello GoodbyeThe Beatles,No Explicit Content,208840,67,0.479,0.733,C,-8.753,major,0.0256,0.306,0.000024,0.414,0.806,99.307,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Hello StrangerBarbara Lewis,No Explicit Content,166960,52,0.458,0.164,C,-23.883,major,0.0305,0.743,0,0.125,0.82,103.289,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
"Hello, I Love YouGlee Cast",No Explicit Content,139760,34,0.375,0.856,B,-6.113,minor,0.078,0.0000531,0.000693,0.238,0.672,117.109,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
"Hello, I Love YouThe Doors",No Explicit Content,133200,63,0.597,0.554,B,-14.144,minor,0.0425,0.029,0,0.0766,0.963,117.835,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
HelloAdele,No Explicit Content,295493,73,0.481,0.451,F,-6.095,minor,0.0347,0.336,0,0.0872,0.289,157.966,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
HelloLionel Richie,No Explicit Content,251106,60,0.562,0.244,A,-14.068,minor,0.0374,0.401,0,0.107,0.0563,61.881,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
HelluvaBrotherhood Creed,No Explicit Content,249826,35,0.804,0.864,F#,-7.148,major,0.125,0.0658,0,0.0609,0.765,105.414,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Help Me GirlThe Outsiders,No Explicit Content,167040,7,0.571,0.515,C,-13.588,minor,0.0408,0.15,0,0.26,0.606,147.819,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Help Me Make It Through The NightJoe Simon,No Explicit Content,163666,6,0.457,0.732,G,-10.365,major,0.0555,0.546,0.00108,0.182,0.822,171.048,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Help Me Make It Through The NightSammi Smith,No Explicit Content,155533,50,0.562,0.353,G#/Ab,-11.882,major,0.0249,0.636,0.000619,0.105,0.431,77.973,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
"Help Me, RhondaThe Beach Boys",No Explicit Content,168240,53,0.544,0.748,C#/Db,-6.243,major,0.0298,0.311,0.000716,0.0633,0.825,139.739,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Help!The Beatles,No Explicit Content,139560,73,0.534,0.725,F#,-7.576,minor,0.0332,0.188,0,0.0994,0.763,95.003,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Here (In Your Arms)Hellogoodbye,No Explicit Content,240546,54,0.706,0.621,F,-6.797,major,0.0386,0.213,0.00208,0.253,0.785,126.028,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Here Comes Santa Claus (Right Down Santa Claus Lane)Gene Autry,No Explicit Content,150266,78,0.834,0.372,C#/Db,-11.99,major,0.0358,0.799,0,0.275,0.976,96.628,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Here I Go AgainWhitesnake,No Explicit Content,275395,66,0.292,0.823,G,-6.763,major,0.0407,0.0117,0.0000779,0.155,0.244,89.939,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Here Is Where Your Love BelongsThe Sons Of Champlin,No Explicit Content,216226,8,0.624,0.586,C#/Db,-8.506,minor,0.0795,0.081,0.0000358,0.0923,0.498,81.713,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Here TonightBrett Young,No Explicit Content,216533,69,0.517,0.776,B,-5.271,major,0.0362,0.0144,0,0.113,0.448,96.002,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
HeroMariah Carey,No Explicit Content,257733,73,0.501,0.378,E,-9.37,major,0.029,0.735,0,0.119,0.178,119.987,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Hey BabyJ.J. Cale,No Explicit Content,191973,44,0.662,0.34,C,-16.305,major,0.0436,0.177,0.687,0.111,0.484,146.6,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Hey Harmonica ManStevie Wonder,No Explicit Content,151786,17,0.597,0.771,G,-7.492,major,0.064,0.584,0.0000639,0.0759,0.955,92.095,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Hey JudeThe Beatles,No Explicit Content,425653,78,0.386,0.607,Bb,-7.7,major,0.0261,0.0112,0.0000138,0.088,0.532,147.207,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Hey PaulaPaul and Paula,No Explicit Content,151066,41,0.506,0.258,G,-11.822,major,0.0293,0.784,0,0.0942,0.544,109.595,3,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Hey There DelilahPlain White T's,No Explicit Content,232533,81,0.657,0.291,D,-10.572,major,0.0293,0.872,0,0.114,0.298,103.973,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Hey Ya!OutKast,No Explicit Content,235213,79,0.728,0.974,E,-2.261,minor,0.0665,0.103,0.000532,0.175,0.965,79.526,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Hey! BabyBruce Channel,No Explicit Content,143627,61,0.515,0.623,A,-5.597,major,0.036,0.359,0,0.274,0.643,64.253,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
High EnergyEvelyn Thomas,No Explicit Content,409600,44,0.956,0.765,Bb,-12.772,minor,0.0619,0.143,0.0461,0.25,0.711,124.252,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Higher LoveSteve Winwood,No Explicit Content,252253,63,0.696,0.78,F,-12.159,major,0.0415,0.0427,0.149,0.298,0.954,98.699,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Highway To HellAC/DC,No Explicit Content,208400,84,0.573,0.913,F#,-4.793,minor,0.132,0.0591,0.00173,0.156,0.422,115.715,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Hips Don't LieShakira Featuring Wyclef Jean,No Explicit Content,218093,81,0.778,0.824,Bb,-5.892,minor,0.0712,0.284,0,0.405,0.756,100.024,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Hold Back The NightThe Trammps,No Explicit Content,224653,40,0.77,0.762,C,-6.746,major,0.147,0.373,0.0000156,0.0616,0.495,127.642,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Hold Her TightThe Osmonds,No Explicit Content,196026,16,0.586,0.989,F,-5.332,major,0.0662,0.187,0.00012,0.442,0.516,134.939,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Hold It Against MeBritney Spears,No Explicit Content,228826,60,0.648,0.722,C,-4.813,minor,0.0427,0.0103,0,0.24,0.389,132.973,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Hold Me 'til The Mornin' ComesPaul Anka,No Explicit Content,290493,38,0.604,0.436,C#/Db,-9.078,major,0.0323,0.636,0,0.0674,0.304,126.788,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Hold MeThe Baskerville Hounds,No Explicit Content,195790,1,0.475,0.887,E,-2.605,major,0.0345,0.227,0,0.31,0.597,125.497,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Hold On To The NightsRichard Marx,No Explicit Content,316040,54,0.353,0.207,C,-14.718,minor,0.0306,0.656,0,0.0874,0.184,144.539,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Hold OnKansas,No Explicit Content,231906,35,0.448,0.612,E,-6.951,minor,0.0366,0.0288,0,0.11,0.537,158.22,3,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Hold OnWilson Phillips,No Explicit Content,266866,68,0.679,0.657,F,-9.897,major,0.0255,0.4,0,0.0497,0.546,97.8,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Holding Back The YearsSimply Red,No Explicit Content,269840,69,0.707,0.514,A,-8.885,minor,0.0281,0.58,0.000159,0.0953,0.524,86.035,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Hollaback GirlGwen Stefani,Explicit Content,199853,66,0.918,0.918,Bb,-2.218,minor,0.0954,0.344,5.35E-6,0.0243,0.882,110.024,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Home Sweet HomeMotley Crue,No Explicit Content,240933,71,0.403,0.777,F,-6.416,major,0.0354,0.0999,3.28E-6,0.124,0.149,76.329,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
HomeDierks Bentley,No Explicit Content,238413,50,0.61,0.69,B,-7.157,major,0.0378,0.463,0.0409,0.0842,0.462,118.038,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
HomeMichael Buble,No Explicit Content,264826,76,0.608,0.37,G,-9.207,major,0.0306,0.844,0.0000187,0.112,0.349,127.631,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
HomegrownZac Brown Band,No Explicit Content,205000,68,0.717,0.796,F#,-3.677,major,0.0303,0.0189,0.0000894,0.19,0.942,105.017,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
"Honey Please, Can't Ya SeeBarry White",No Explicit Content,179200,39,0.711,0.737,G#/Ab,-8.368,minor,0.131,0.135,0,0.0533,0.85,114.881,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
"Honey, I'm Good.Andy Grammer",No Explicit Content,199263,71,0.752,0.775,A,-7.289,major,0.0546,0.0324,0,0.351,0.595,122.014,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
HoneyBobby Goldsboro,No Explicit Content,238733,58,0.399,0.278,G,-13.122,major,0.0291,0.674,0.000694,0.203,0.597,93.189,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
HoneyMariah Carey,No Explicit Content,299826,62,0.694,0.823,C#/Db,-6.755,major,0.0917,0.118,7.11E-6,0.152,0.683,95.83,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Honky Tonk '65Lonnie Mack,No Explicit Content,164120,0,0.538,0.864,A,-5.673,major,0.0556,0.647,0.391,0.143,0.866,63.845,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Honky Tonk WomenThe Rolling Stones,No Explicit Content,179386,68,0.562,0.768,G,-6.613,major,0.0606,0.381,0.03,0.168,0.966,119.544,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Honky TrainBill Black's Combo,No Explicit Content,136786,0,0.772,0.397,C,-8.26,major,0.0471,0.719,0.000853,0.106,0.927,112.874,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Hooked On A FeelingBlue Swede,No Explicit Content,172866,77,0.547,0.82,G#/Ab,-6.728,major,0.0805,0.261,0,0.3,0.933,118.208,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Hooked On YouBread,No Explicit Content,141280,41,0.349,0.357,B,-12.077,major,0.0282,0.244,3.5E-6,0.113,0.707,147.884,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Hope You Love Me Like You Say You DoHuey Lewis & The News,No Explicit Content,224706,29,0.597,0.575,D,-6.47,major,0.0347,0.0692,0,0.342,0.829,97.788,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Hot 2NiteNew Edition,No Explicit Content,203760,22,0.726,0.799,C#/Db,-5.082,minor,0.173,0.49,0,0.14,0.867,100.069,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Hot BloodedForeigner,No Explicit Content,268693,62,0.705,0.806,C,-4.83,major,0.0814,0.229,0,0.0676,0.763,117.945,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Hot Child In The CityNick Gilder,No Explicit Content,215092,51,0.731,0.664,E,-6.995,major,0.0371,0.0349,0.0000759,0.127,0.818,110.775,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Hot In HerreNelly,Explicit Content,228240,72,0.965,0.736,A,-5.005,minor,0.144,0.218,0,0.0595,0.921,107.07,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Hot StuffDonna Summer,No Explicit Content,314760,65,0.823,0.743,C,-13.98,major,0.0316,0.00559,0.0306,0.0707,0.966,120.471,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Hotel CaliforniaEagles,No Explicit Content,391376,83,0.579,0.508,D,-9.484,major,0.027,0.00574,0.000494,0.0575,0.609,147.125,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
HotelKid Ink Featuring Chris Brown,Explicit Content,218880,62,0.774,0.575,Bb,-7.004,minor,0.173,0.00521,0,0.194,0.665,102.858,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
House Of BambooEarl Grant,No Explicit Content,159666,13,0.676,0.43,C#/Db,-12.841,major,0.634,0.828,0,0.0963,0.905,154.123,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
House Of The Rising SunThe Animals,No Explicit Content,271280,70,0.295,0.584,A,-6.696,minor,0.0345,0.000385,0.218,0.0996,0.228,117.2,3,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
How Am I Supposed To Live Without YouMichael Bolton,No Explicit Content,255666,70,0.541,0.44,Bb,-12.206,major,0.031,0.191,0,0.114,0.232,140.273,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
How Can We Be LoversMichael Bolton,No Explicit Content,235626,56,0.399,0.708,C,-10.541,minor,0.0387,0.118,0,0.179,0.688,207.424,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
How Can You Mend A Broken HeartBee Gees,No Explicit Content,237826,58,0.437,0.264,E,-13.715,major,0.0328,0.635,0,0.0885,0.251,68.541,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
How Deep Is Your LoveBee Gees,No Explicit Content,245200,78,0.633,0.357,F,-9.366,minor,0.0264,0.105,0,0.133,0.674,104.938,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
How Do You Talk To An AngelThe Heights,No Explicit Content,227266,52,0.404,0.51,A,-11.353,major,0.0321,0.281,6.32E-6,0.0789,0.526,80.643,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
How Glad I AmKiki Dee,No Explicit Content,240973,10,0.677,0.765,F,-8.378,major,0.0325,0.154,0.0108,0.302,0.926,125.991,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
How LowLudacris,Explicit Content,201586,62,0.784,0.498,C#/Db,-6.977,major,0.0533,0.00248,1.23E-6,0.224,0.418,143.96,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
How Not ToDan + Shay,No Explicit Content,192000,68,0.501,0.836,B,-3.587,minor,0.0491,0.208,0,0.152,0.618,159.863,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
How Will I KnowWhitney Houston,No Explicit Content,275533,71,0.832,0.544,F#,-12.697,major,0.0442,0.201,0.000139,0.632,0.928,119.49,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
